run,trial_index,face,face_onset_psy,face_onset_dev,correct_key,response_key,is_resp_corr,rt_psy,rt_dev
1,1,WSB,5.586280000163242,26.132679458000002,red,NaN,0,NaN,NaN
1,2,WNB,7.383899208158255,27.942357875000003,red,red,1,0.7183533338829875,0.7153163749999969
1,3,MNB,9.37026987504214,29.921588667,green,NaN,0,NaN,NaN
1,4,MFB,11.150560083100572,31.707482708,green,NaN,0,NaN,NaN
1,5,WSB,12.917354292003438,33.473860833,red,NaN,0,NaN,NaN
1,6,WAA,14.652019875124097,35.2049575,red,NaN,0,NaN,NaN
1,7,WFA,16.150794917019084,36.703865042000004,red,green,0,0.35308316606096923,0.36214391599999374
1,8,WFB,18.050881792092696,38.604566500000004,red,NaN,0,NaN,NaN
1,9,MSB,19.684315625112504,40.23759775,green,NaN,0,NaN,NaN
1,10,MFA,21.618857625173405,42.171596917,green,NaN,0,NaN,NaN
1,11,WAB,23.284273500088602,43.837825167000005,red,NaN,0,NaN,NaN
1,12,WFA,24.78434104216285,45.337325250000006,red,NaN,0,NaN,NaN
1,13,MSA,26.422364292200655,46.9759345,green,NaN,0,NaN,NaN
1,14,MHA,27.953630208037794,48.505294917,green,NaN,0,NaN,NaN
1,15,WAA,29.884511125041172,50.437511708,red,NaN,0,NaN,NaN
1,16,WHA,31.567824708065018,52.126485167000006,red,NaN,0,NaN,NaN
1,17,MAA,33.51785462512635,54.070817875,green,NaN,0,NaN,NaN
1,18,MAB,35.352496958104894,55.90413233300001,green,NaN,0,NaN,NaN
1,19,WHB,37.01803541718982,57.57113425,red,NaN,0,NaN,NaN
1,20,MNB,38.76816362515092,59.320794458,green,NaN,0,NaN,NaN
1,21,WHB,40.701329375151545,61.254313792000005,red,NaN,0,NaN,NaN
1,22,MAB,42.671103375032544,63.222776667000005,green,NaN,0,NaN,NaN
1,23,MHB,44.23535816720687,64.78760087500001,green,NaN,0,NaN,NaN
1,24,WSA,46.01838312507607,66.575265833,red,NaN,0,NaN,NaN
1,25,WNA,47.884947708109394,68.438069,red,NaN,0,NaN,NaN
1,26,MHA,49.568211500067264,70.12119762500001,green,NaN,0,NaN,NaN
1,27,MSA,51.085022083017975,71.637936333,green,NaN,0,NaN,NaN
1,28,WFB,52.9851537081413,73.53805604200001,red,NaN,0,NaN,NaN
1,29,MSB,54.68527225009166,75.23828804200001,green,NaN,0,NaN,NaN
1,30,MFB,56.351936917053536,76.904727625,green,NaN,0,NaN,NaN
1,31,WNA,57.93989512510598,78.492980833,red,NaN,0,NaN,NaN
1,32,WSA,59.70190570806153,80.258814708,red,NaN,0,NaN,NaN
1,33,MHB,61.435281082987785,81.988110125,green,NaN,0,NaN,NaN
1,34,WAB,63.01983429212123,83.57285300000001,red,NaN,0,NaN,NaN
1,35,WNB,64.61874254210852,85.171754167,red,NaN,0,NaN,NaN
1,36,MNA,66.38536512502469,86.938037292,green,NaN,0,NaN,NaN
1,37,MFA,67.98719095811248,88.53981350000001,green,NaN,0,NaN,NaN
1,38,MAA,69.72075520805083,90.27299229200001,green,NaN,0,NaN,NaN
1,39,WHA,71.4199479999952,91.972301,red,NaN,0,NaN,NaN
1,40,MNA,73.41878358321264,93.97166604200001,green,NaN,0,NaN,NaN
1,41,MHA,75.13555687502958,95.693235833,green,NaN,0,NaN,NaN
1,42,MAA,76.91898145806044,97.471558458,green,NaN,0,NaN,NaN
1,43,WSA,78.62017279211432,99.171527542,red,NaN,0,NaN,NaN
1,44,MNA,80.26873908308335,100.822156917,green,NaN,0,NaN,NaN
1,45,WNA,82.20603770809248,102.757792667,red,NaN,0,NaN,NaN
1,46,WHB,83.93577725021169,104.48847229200001,red,NaN,0,NaN,NaN
1,47,WNB,85.53774791699834,106.090120958,red,NaN,0,NaN,NaN
1,48,MSB,87.33576770802028,107.888399167,green,NaN,0,NaN,NaN
1,49,MAB,89.00237820809707,109.56022212500001,green,NaN,0,NaN,NaN
1,50,WSB,90.7192368330434,111.27180125000001,red,NaN,0,NaN,NaN
1,51,MNB,92.48583795805462,113.03827683300001,green,NaN,0,NaN,NaN
1,52,WSB,94.21918225008994,114.77218912500001,red,NaN,0,NaN,NaN
1,53,MSA,95.80336487502791,116.355867833,green,NaN,0,NaN,NaN
1,54,WAA,97.80267758318223,118.355664875,red,NaN,0,NaN,NaN
1,55,MNA,99.37222920800559,119.92629595800001,green,NaN,0,NaN,NaN
1,56,MFA,100.91920170816593,121.47224775000001,green,NaN,0,NaN,NaN
1,57,WAA,102.68605008302256,123.23896420800001,red,NaN,0,NaN,NaN
1,58,MSA,104.43842270807363,124.99025387500001,green,NaN,0,NaN,NaN
1,59,MAB,105.9524879171513,126.50563533300001,green,NaN,0,NaN,NaN
1,60,WAB,107.88999395817518,128.44286962500001,red,NaN,0,NaN,NaN
1,61,MFB,109.53581858309917,130.088860625,green,NaN,0,NaN,NaN
1,62,MHB,111.08675570809282,131.63916120800002,green,NaN,0,NaN,NaN
1,63,MNB,112.63599600014277,133.18900966700002,green,NaN,0,NaN,NaN
1,64,WFB,114.3858698331751,134.93889891700002,red,NaN,0,NaN,NaN
1,65,WSA,116.17269179201685,136.724790958,red,NaN,0,NaN,NaN
1,66,WFB,118.08622612501495,138.63910325,red,NaN,0,NaN,NaN
1,67,WNA,119.85280362516642,140.405680125,red,NaN,0,NaN,NaN
1,68,MAA,121.78782266704366,142.339909167,green,NaN,0,NaN,NaN
1,69,MSB,123.43609962519258,143.989084958,green,NaN,0,NaN,NaN
1,70,WHA,124.95270008314401,145.50583350000002,red,NaN,0,NaN,NaN
1,71,MFA,126.46961716702208,147.02221120800002,green,NaN,0,NaN,NaN
1,72,WHB,128.40278795803897,148.955868708,red,NaN,0,NaN,NaN
1,73,WFA,130.13610512507148,150.68921275,red,NaN,0,NaN,NaN
1,74,MFB,132.0702256250661,152.62356358300002,green,NaN,0,NaN,NaN
1,75,WFA,133.6696503330022,154.222537042,red,NaN,0,NaN,NaN
1,76,WHA,135.51959350006655,156.072395167,red,NaN,0,NaN,NaN
1,77,WNB,137.13881275011227,157.69119450000002,red,NaN,0,NaN,NaN
1,78,WAB,138.68605941720307,159.23918475000002,red,NaN,0,NaN,NaN
1,79,MHB,140.30281395814382,160.855901167,green,NaN,0,NaN,NaN
1,80,MHA,142.06957012508065,162.62246100000002,green,NaN,0,NaN,NaN
1,81,MSB,144.05412008310668,164.60621775,green,NaN,0,NaN,NaN
1,82,WSA,145.8215025831014,166.373705417,red,NaN,0,NaN,NaN
1,83,MSB,147.31967608304694,167.87561475,green,NaN,0,NaN,NaN
1,84,WNA,149.26964483316988,169.822369167,red,NaN,0,NaN,NaN
1,85,WSB,150.81979575008154,171.372788208,red,NaN,0,NaN,NaN
1,86,MHB,152.45304720802233,173.009574917,green,NaN,0,NaN,NaN
1,87,WSB,154.2196841670666,174.77300754200002,red,NaN,0,NaN,NaN
1,88,MNB,156.05326212500222,176.60585291700002,green,NaN,0,NaN,NaN
1,89,MNA,157.76987700001337,178.32263708300002,green,NaN,0,NaN,NaN
1,90,WHB,159.39057304221205,179.94329645800002,red,NaN,0,NaN,NaN
1,91,WSA,160.9043522081338,181.45632683300002,red,NaN,0,NaN,NaN
1,92,WAA,162.6382051249966,183.19134604200002,red,NaN,0,NaN,NaN
1,93,MFA,164.37032195809297,184.922270375,green,NaN,0,NaN,NaN
1,94,WHB,166.3031513330061,186.85601050000002,red,NaN,0,NaN,NaN
