run,trial_index,face,face_onset_psy,face_onset_dev,correct_key,response_key,is_resp_corr,rt_psy,rt_dev
1,1,WSB,12.291993792001449,33.152437166,red,NaN,0,NaN,NaN
1,2,WNB,14.124959208005748,34.988177,red,NaN,0,NaN,NaN
1,3,MNB,16.00824479199946,36.869230583000004,green,NaN,0,NaN,NaN
1,4,MFB,17.925097208004445,38.786130666000005,green,NaN,0,NaN,NaN
1,5,WSB,19.44177637500252,40.304479083000004,red,NaN,0,NaN,NaN
1,6,WAA,21.308337042006315,42.168814083,red,NaN,0,NaN,NaN
1,7,WFA,23.325077500005136,44.185335041,red,NaN,0,NaN,NaN
1,8,WFB,25.30859212500218,46.172131875000005,red,NaN,0,NaN,NaN
1,9,MSB,27.325238583005557,48.186007375,green,NaN,0,NaN,NaN
1,10,MFA,29.04180266700132,49.901979833000006,green,NaN,0,NaN,NaN
1,11,WAB,30.808572083005856,51.669541708000004,red,NaN,0,NaN,NaN
1,12,WFA,32.441973083004996,53.30254025,red,NaN,0,NaN,NaN
1,13,MSA,34.40873829200427,55.270114916000004,green,NaN,0,NaN,NaN
1,14,MHA,36.075246917003824,56.935826458,green,NaN,0,NaN,NaN
1,15,WAA,37.84204700000555,58.702520250000006,red,NaN,0,NaN,NaN
1,16,WHA,39.47545562500454,60.336018458000005,red,NaN,0,NaN,NaN
1,17,MAA,41.391738167003496,62.252343416,green,NaN,0,NaN,NaN
1,18,MAB,43.375324917004036,64.235941166,green,NaN,0,NaN,NaN
1,19,WHB,45.29204200000095,66.15674491600001,red,NaN,0,NaN,NaN
1,20,MNB,46.9586249999993,67.822091541,green,NaN,0,NaN,NaN
1,21,WHB,48.842033458000515,69.702748833,red,NaN,0,NaN,NaN
1,22,MAB,50.8252695830015,71.68586362500001,green,NaN,0,NaN,NaN
1,23,MHB,52.342048875005275,73.20212525000001,green,NaN,0,NaN,NaN
1,24,WSA,54.27521987500222,75.135773583,red,NaN,0,NaN,NaN
1,25,WNA,56.15857295800379,77.019622166,red,NaN,0,NaN,NaN
1,26,MHA,57.8091050830044,78.669292458,green,NaN,0,NaN,NaN
1,27,MSA,59.475203958005295,80.336077625,green,NaN,0,NaN,NaN
1,28,WFB,61.6586182500032,82.51875195800001,red,NaN,0,NaN,NaN
