run,trial_index,face,face_onset_psy,face_onset_dev,correct_key,response_key,is_resp_corr,rt_psy,rt_dev
1,1,WSB,6.914891874999739,114.131385875,red,NaN,0,NaN,NaN
1,2,WNB,8.614016250001441,115.837444708,red,NaN,0,NaN,NaN
1,3,MNB,10.630717708001612,117.853358333,green,NaN,0,NaN,NaN
1,4,MFB,12.397638750000624,119.61964908300001,green,NaN,0,NaN,NaN
1,5,WSB,14.014026958000613,121.23605983300001,red,NaN,0,NaN,NaN
1,6,WAA,15.864263707997452,123.086346125,red,NaN,0,NaN,NaN
1,7,WFA,17.63094537500001,124.854888458,red,NaN,0,NaN,NaN
1,8,WFB,19.1474557909969,126.375500583,red,NaN,0,NaN,NaN
1,9,MSB,20.964433291002933,128.18637320800002,green,NaN,0,NaN,NaN
1,10,MFA,22.54741379099869,129.769962416,green,NaN,0,NaN,NaN
1,11,WAB,24.114281957998173,131.336880666,red,NaN,0,NaN,NaN
1,12,WFA,25.86422783300077,133.088139041,red,NaN,0,NaN,NaN
1,13,MSA,27.714140750002116,134.937607458,green,NaN,0,NaN,NaN
1,14,MHA,29.647433958001784,136.877835791,green,NaN,0,NaN,NaN
1,15,WAA,31.497835207999742,138.719891458,red,NaN,0,NaN,NaN
1,16,WHA,33.44747945800191,140.674517708,red,NaN,0,NaN,NaN
1,17,MAA,35.28096925000136,142.505046458,green,NaN,0,NaN,NaN
1,18,MAB,36.79781137499958,144.022773833,green,NaN,0,NaN,NaN
1,19,WHB,38.44763679100288,145.676222416,red,NaN,0,NaN,NaN
1,20,MNB,40.564102333002666,147.788853541,green,NaN,0,NaN,NaN
1,21,WHB,42.447721333002846,149.672464958,red,NaN,0,NaN,NaN
1,22,MAB,44.114169332999154,151.337744291,green,NaN,0,NaN,NaN
1,23,MHB,46.08111462499801,153.30329987500002,green,NaN,0,NaN,NaN
1,24,WSA,47.61439275000157,154.836509791,red,NaN,0,NaN,NaN
1,25,WNA,49.181033250002656,156.40289275,red,NaN,0,NaN,NaN
1,26,MHA,50.897538083001564,158.119937208,green,NaN,0,NaN,NaN
1,27,MSA,52.747743790998356,159.969874,green,NaN,0,NaN,NaN
1,28,WFB,54.647707458003424,161.87126987500002,red,NaN,0,NaN,NaN
1,29,MSB,56.18103704100213,163.403001791,green,NaN,0,NaN,NaN
1,30,MFB,58.231080999998085,165.45611920800002,green,NaN,0,NaN,NaN
1,31,WNA,60.31443683300313,167.528342083,red,NaN,0,NaN,NaN
1,32,WSA,61.93092541600345,169.154583583,red,NaN,0,NaN,NaN
1,33,MHB,63.99739720799698,171.21945225000002,green,NaN,0,NaN,NaN
1,34,WAB,65.88104400000157,173.05380920800002,red,NaN,0,NaN,NaN
1,35,WNB,67.68072616599966,174.906121541,red,NaN,0,NaN,NaN
1,36,MNA,69.69894641599967,176.921182958,green,NaN,0,NaN,NaN
1,37,MFA,71.34756066599948,178.56928075000002,green,NaN,0,NaN,NaN
1,38,MAA,73.69743229100277,180.920691916,green,NaN,0,NaN,NaN
1,39,WHA,75.36430879100226,182.587763875,red,NaN,0,NaN,NaN
1,40,MNA,77.61429387499811,184.84238341600002,green,NaN,0,NaN,NaN
1,41,MHA,79.29737804100296,186.52202233300002,green,NaN,0,NaN,NaN
1,42,MAA,81.44741849999991,188.67164625,green,NaN,0,NaN,NaN
1,43,WSA,83.23073070799728,190.45427145800002,red,NaN,0,NaN,NaN
1,44,MNA,84.93101062499773,192.15414600000003,green,NaN,0,NaN,NaN
1,45,WNA,86.68077716600237,193.9118545,red,NaN,0,NaN,NaN
1,46,WHB,88.34733608300303,195.57368804100003,red,NaN,0,NaN,NaN
1,47,WNB,90.14735150000342,197.369345791,red,NaN,0,NaN,NaN
1,48,MSB,91.78074791599647,199.004338458,green,NaN,0,NaN,NaN
1,49,MAB,93.48067941600311,200.70417541600003,green,NaN,0,NaN,NaN
1,50,WSB,95.01411420800287,202.236189958,red,NaN,0,NaN,NaN
1,51,MNB,96.71439812499739,203.936457958,green,NaN,0,NaN,NaN
1,52,WSB,98.49740016600117,205.721837291,red,NaN,0,NaN,NaN
1,53,MSA,100.28065612500359,207.503224458,green,NaN,0,NaN,NaN
1,54,WAA,101.88095520799834,209.10479533300003,red,NaN,0,NaN,NaN
1,55,MNA,103.48072287499963,210.70532200000002,green,NaN,0,NaN,NaN
1,56,MFA,105.48073558299802,212.704225041,green,NaN,0,NaN,NaN
1,57,WAA,107.8308344160032,215.05591775000002,red,NaN,0,NaN,NaN
1,58,MSA,109.7013517910018,216.923140958,green,NaN,0,NaN,NaN
1,59,MAB,111.61402258300222,218.83601704100002,green,NaN,0,NaN,NaN
1,60,WAB,113.76378487500187,220.993952166,red,NaN,0,NaN,NaN
1,61,MFB,115.46401845799846,222.686474083,green,NaN,0,NaN,NaN
1,62,MHB,117.18073458300205,224.40577687500002,green,NaN,0,NaN,NaN
1,63,MNB,119.18355812499794,226.404019916,green,NaN,0,NaN,NaN
1,64,WFB,120.93084516600356,228.15480158300002,red,NaN,0,NaN,NaN
1,65,WSA,122.89758070799871,230.12165175,red,NaN,0,NaN,NaN
1,66,WFB,124.73298429099668,231.95377462500002,red,NaN,0,NaN,NaN
1,67,WNA,126.36418337500072,233.58594675,red,NaN,0,NaN,NaN
1,68,MAA,128.04738591599744,235.27594950000002,green,NaN,0,NaN,NaN
1,69,MSB,130.11434287500015,237.336235708,green,NaN,0,NaN,NaN
1,70,WHA,131.79806141599693,239.022561208,red,NaN,0,NaN,NaN
1,71,MFA,133.81495458300196,241.04285625000003,green,NaN,0,NaN,NaN
1,72,WHB,135.43079466599738,242.655928375,red,NaN,0,NaN,NaN
1,73,WFA,136.99739120800223,244.22326270800002,red,NaN,0,NaN,NaN
1,74,MFB,138.76409308300208,245.989629916,green,NaN,0,NaN,NaN
1,75,WFA,140.48089583300316,247.70344745800003,red,NaN,0,NaN,NaN
1,76,WHA,142.54746737499954,249.77227825000003,red,NaN,0,NaN,NaN
1,77,WNB,144.43371354100236,251.65572733300002,red,NaN,0,NaN,NaN
1,78,WAB,146.51407383300102,253.740753541,red,NaN,0,NaN,NaN
1,79,MHB,149.01412395799707,256.241765375,green,NaN,0,NaN,NaN
1,80,MHA,150.8308448750031,258.05346725000004,green,NaN,0,NaN,NaN
1,81,MSB,152.5807017909974,259.796505583,green,NaN,0,NaN,NaN
1,82,WSA,154.54749258299853,261.77081083300004,red,NaN,0,NaN,NaN
1,83,MSB,156.69741054099723,263.925742458,green,NaN,0,NaN,NaN
1,84,WNA,158.31413099999918,265.537290041,red,NaN,0,NaN,NaN
1,85,WSB,160.0974672500015,267.319641708,red,NaN,0,NaN,NaN
1,86,MHB,162.0474352500023,269.27081620800004,green,NaN,0,NaN,NaN
1,87,WSB,164.00136337499862,271.2085745,red,NaN,0,NaN,NaN
1,88,MNB,165.74740708299942,272.975385458,green,NaN,0,NaN,NaN
1,89,MNA,167.39734833299735,274.623975916,green,NaN,0,NaN,NaN
1,90,WHB,169.13354787499702,276.353468666,red,NaN,0,NaN,NaN
1,91,WSA,170.88094070799707,278.10288204100004,red,NaN,0,NaN,NaN
1,92,WAA,172.44820404100028,279.672241875,red,NaN,0,NaN,NaN
1,93,MFA,174.54755587499676,281.766539791,green,NaN,0,NaN,NaN
1,94,WHB,176.28079858300043,283.50320162500003,red,NaN,0,NaN,NaN
1,95,MNB,178.2475030830028,285.471435541,green,NaN,0,NaN,NaN
1,96,MSA,179.98065612500068,287.203423625,green,NaN,0,NaN,NaN
1,97,WHA,181.71408783300285,288.937709875,red,NaN,0,NaN,NaN
1,98,MAA,183.76408170800278,290.985980416,green,NaN,0,NaN,NaN
1,99,MFA,185.39733525000338,292.624029541,green,NaN,0,NaN,NaN
1,100,MAA,187.01412691600126,294.236378708,green,NaN,0,NaN,NaN
1,101,WFA,189.11371329100075,296.33628433300004,red,NaN,0,NaN,NaN
1,102,MSA,190.9814275000026,298.20562945800003,green,NaN,0,NaN,NaN
1,103,WAA,192.54784083300183,299.77297350000003,red,NaN,0,NaN,NaN
1,104,MHA,194.39709454099648,301.61776425,green,NaN,0,NaN,NaN
1,105,WNB,195.9806311249995,303.20427291600004,red,NaN,0,NaN,NaN
1,106,WHA,197.53058212500036,304.75253687500003,red,NaN,0,NaN,NaN
1,107,MAB,199.3139133329969,306.535895208,green,NaN,0,NaN,NaN
1,108,WAB,201.0472816659967,308.269190416,red,NaN,0,NaN,NaN
1,109,MFB,202.91365816599864,310.1356895,green,NaN,0,NaN,NaN
1,110,WNA,204.61385933300335,311.836741416,red,NaN,0,NaN,NaN
1,111,MAB,206.247226958003,313.469847416,green,NaN,0,NaN,NaN
1,112,WFB,207.79753175000224,315.02296458300003,red,NaN,0,NaN,NaN
1,113,MNA,210.0301027079986,317.252893125,green,NaN,0,NaN,NaN
1,114,WFA,211.7815320410009,319.00637525,red,NaN,0,NaN,NaN
1,115,WAB,213.7136951249995,320.9356795,red,NaN,0,NaN,NaN
1,116,WNB,215.4822787910016,322.70688291600004,red,NaN,0,NaN,NaN
1,117,MFB,217.38015570800053,324.603112166,green,NaN,0,NaN,NaN
1,118,MHA,219.1473137080029,326.3725425,green,NaN,0,NaN,NaN
1,119,MHB,220.93016016599722,328.152375166,green,NaN,0,NaN,NaN
1,120,WFB,222.86324900000182,330.085725125,red,NaN,0,NaN,NaN
1,121,MSB,224.44657445800112,331.675516625,green,NaN,0,NaN,NaN
1,122,WAB,226.1467056659967,333.368695875,red,NaN,0,NaN,NaN
1,123,WSA,227.71325087500009,334.935491875,red,NaN,0,NaN,NaN
1,124,MSA,229.5133134159987,336.735087125,green,NaN,0,NaN,NaN
1,125,WNA,231.1465362500021,338.36813575,red,NaN,0,NaN,NaN
1,126,WNB,232.7298949160031,339.951287291,red,NaN,0,NaN,NaN
1,127,MNA,234.39659212499828,341.618490458,green,NaN,0,NaN,NaN
1,128,WFA,236.2297620410027,343.45202725,red,NaN,0,NaN,NaN
1,129,WNB,237.8297885409993,345.05192975,red,NaN,0,NaN,NaN
1,130,MFA,239.76296804100275,346.98085370800004,green,NaN,0,NaN,NaN
1,131,MHB,241.69647262500075,348.91897800000004,green,NaN,0,NaN,NaN
1,132,MHA,243.4964039999977,350.720633166,green,NaN,0,NaN,NaN
1,133,MSB,245.34624283300218,352.572307125,green,NaN,0,NaN,NaN
1,134,WAB,247.1629361660016,354.38627558300004,red,NaN,0,NaN,NaN
1,135,WFA,248.81292850000318,356.03480895800004,red,NaN,0,NaN,NaN
1,136,MAB,250.6294500829972,357.85153908300003,green,NaN,0,NaN,NaN
1,137,MHA,252.26261908299784,359.486035875,green,NaN,0,NaN,NaN
1,138,WHB,253.87952366600075,361.101555916,red,NaN,0,NaN,NaN
1,139,MAA,255.72950158300227,362.95264841600005,green,NaN,0,NaN,NaN
1,140,MAB,257.8460697499977,365.067981041,green,NaN,0,NaN,NaN
1,141,MNB,259.3825717080035,366.604510541,green,NaN,0,NaN,NaN
1,142,WAA,261.31262158299796,368.534898166,red,NaN,0,NaN,NaN
1,143,MFB,263.12913591600227,370.35109362500003,green,NaN,0,NaN,NaN
1,144,WNA,264.71247337500245,371.93431350000003,red,NaN,0,NaN,NaN
1,145,WFB,266.2791802499996,373.501342125,red,NaN,0,NaN,NaN
1,146,MAA,268.3624464579989,375.584300375,green,NaN,0,NaN,NaN
1,147,MFA,270.028760291003,377.25204120800004,green,NaN,0,NaN,NaN
1,148,WSB,271.5622817909971,378.78531687500003,red,NaN,0,NaN,NaN
1,149,MNA,273.54557979100355,380.77063370800005,green,NaN,0,NaN,NaN
1,150,WHA,275.39544000000024,382.617586166,red,NaN,0,NaN,NaN
1,151,MHB,277.28165337500104,384.503702291,green,NaN,0,NaN,NaN
1,152,WAA,279.0985316660008,386.317711083,red,NaN,0,NaN,NaN
1,153,WSB,280.72867491599754,387.951147375,red,NaN,0,NaN,NaN
1,154,MSA,282.55073541599995,389.77518070800005,green,NaN,0,NaN,NaN
1,155,WHA,284.61197099999845,391.834088541,red,NaN,0,NaN,NaN
1,156,WFB,286.44512179100275,393.668206208,red,NaN,0,NaN,NaN
1,157,WSA,288.41199779100134,395.63429554100003,red,NaN,0,NaN,NaN
1,158,MFB,290.0283714160032,397.250225,green,NaN,0,NaN,NaN
1,159,WHB,291.84488845799933,399.064402416,red,NaN,0,NaN,NaN
1,160,MNB,293.4616662499975,400.683465958,green,NaN,0,NaN,NaN
1,161,MHB,295.1446522080005,402.36198208300004,green,NaN,0,NaN,NaN
1,162,MHA,297.14471554099873,404.370686083,green,NaN,0,NaN,NaN
1,163,WSB,299.42800225000246,406.65091091600004,red,NaN,0,NaN,NaN
1,164,WFB,301.19476491599926,408.417110125,red,NaN,0,NaN,NaN
1,165,MAA,302.81122770799993,410.03584883300005,green,NaN,0,NaN,NaN
1,166,WNA,304.47815816599905,411.70039033300003,red,NaN,0,NaN,NaN
1,167,MFA,306.16122904099757,413.384450166,green,NaN,0,NaN,NaN
1,168,MHB,307.9944404580019,415.22047454100004,green,NaN,0,NaN,NaN
1,169,MHA,309.8112034579972,417.033726166,green,NaN,0,NaN,NaN
1,170,WSB,311.69444125000155,418.91916237500004,red,NaN,0,NaN,NaN
1,171,WFA,313.5778074159971,420.801676625,red,NaN,0,NaN,NaN
1,172,MAA,315.27769937500125,422.50130441600004,green,NaN,0,NaN,NaN
1,173,WHB,317.2278878330035,424.452023333,red,NaN,0,NaN,NaN
1,174,WAA,318.9276413749976,426.15153787500003,red,NaN,0,NaN,NaN
1,175,MNB,321.3111769579991,428.54015908300005,green,NaN,0,NaN,NaN
1,176,MFA,322.84424625000247,430.066542458,green,NaN,0,NaN,NaN
1,177,MSA,324.694363583003,431.91613745800004,green,NaN,0,NaN,NaN
1,178,WNB,326.2608480830022,433.483406041,red,NaN,0,NaN,NaN
1,179,MAB,328.14409141599754,435.36568008300003,green,NaN,0,NaN,NaN
1,180,WNB,330.0607963329967,437.283681,red,NaN,0,NaN,NaN
1,181,WHA,331.7607273329995,438.98316537500006,red,NaN,0,NaN,NaN
1,182,WAB,333.81069212500006,441.033709916,red,NaN,0,NaN,NaN
